Year,Age,Female,Male,Total,OpenInterval
2007,9,9.2e-5,1.05e-4,9.9e-5,FALSE
2007,10,8.3e-5,1.3e-4,1.07e-4,FALSE
2007,11,7.3e-5,1.43e-4,1.1e-4,FALSE
2007,12,1.12e-4,1.6e-4,1.37e-4,FALSE
2007,13,1.27e-4,1.44e-4,1.36e-4,FALSE
2007,14,1.45e-4,2.15e-4,1.83e-4,FALSE
2007,15,1.81e-4,2.91e-4,2.39e-4,FALSE
2007,16,1.84e-4,3.88e-4,2.92e-4,FALSE
2007,17,1.9e-4,5.16e-4,3.63e-4,FALSE
2007,18,2.16e-4,5.46e-4,3.89e-4,FALSE
2007,19,2.78e-4,4.69e-4,3.78e-4,FALSE
2007,20,3.21e-4,5.31e-4,4.31e-4,FALSE
2007,21,3.31e-4,4.38e-4,3.87e-4,FALSE
2007,22,4.07e-4,5.72e-4,4.93e-4,FALSE
2007,23,4.97e-4,5.87e-4,5.43e-4,FALSE
2007,24,4.73e-4,5.94e-4,5.35e-4,FALSE
2007,25,4.78e-4,7.02e-4,5.93e-4,FALSE
2007,26,4.94e-4,7.01e-4,6e-4,FALSE
2007,27,4.55e-4,8.32e-4,6.47e-4,FALSE
2007,28,4.23e-4,7.25e-4,5.78e-4,FALSE
2007,29,5.09e-4,7.19e-4,6.16e-4,FALSE
2007,30,5.4e-4,7.67e-4,6.55e-4,FALSE
2007,31,6.26e-4,7.93e-4,7.11e-4,FALSE
2007,32,6.02e-4,8.71e-4,7.39e-4,FALSE
2007,33,5.88e-4,9.28e-4,7.6e-4,FALSE
2007,34,5.68e-4,9.71e-4,7.73e-4,FALSE
2007,35,6.23e-4,9.9e-4,8.11e-4,FALSE
2007,36,6.99e-4,0.001145,9.27e-4,FALSE
2007,37,7.04e-4,0.001257,9.86e-4,FALSE
2007,38,7.08e-4,0.001485,0.001101,FALSE
2007,39,7.73e-4,0.001567,0.001171,FALSE
2007,40,8.35e-4,0.001893,0.001376,FALSE
2007,41,8.87e-4,0.002067,0.001496,FALSE
2007,42,9.64e-4,0.002455,0.001723,FALSE
2007,43,9.82e-4,0.002579,0.001803,FALSE
2007,44,0.001179,0.002965,0.002099,FALSE
2007,45,0.001277,0.00293,0.002121,FALSE
2007,46,0.001407,0.003659,0.002543,FALSE
2007,47,0.001466,0.003756,0.00262,FALSE
2007,48,0.001527,0.004264,0.002914,FALSE
2007,49,0.001563,0.004681,0.003152,FALSE
2007,50,0.001681,0.004958,0.003344,FALSE
2007,51,0.001795,0.005236,0.00352,FALSE
2007,52,0.001989,0.005841,0.00392,FALSE
2007,53,0.002164,0.005977,0.004082,FALSE
2007,54,0.002194,0.006627,0.004406,FALSE
2007,55,0.002598,0.007606,0.005097,FALSE
2007,56,0.00252,0.007767,0.005135,FALSE
2007,57,0.002845,0.0084,0.005609,FALSE
2007,58,0.003208,0.009185,0.006176,FALSE
2007,59,0.003403,0.009836,0.006571,FALSE
2007,60,0.004058,0.010748,0.007337,FALSE
2007,61,0.00404,0.010267,0.00708,FALSE
2007,62,0.00464,0.013013,0.008644,FALSE
2007,63,0.00503,0.013085,0.008818,FALSE
2007,64,0.005842,0.015698,0.010465,FALSE
2007,65,0.006697,0.017051,0.011522,FALSE
2007,66,0.007462,0.018983,0.012746,FALSE
2007,67,0.008368,0.021853,0.014469,FALSE
2007,68,0.009072,0.023414,0.015482,FALSE
